Loan_ID,Gender,Married,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN04484,Female,Yes,1,24747,9001,552,240,1.0,Rural,N
LN04485,Female,Yes,0,22116,10750,631,180,1.0,Urban,Y
LN04486,Male,Yes,3+,13343,4946,106,240,0.0,Urban,N
LN04487,Male,Yes,2,22367,810,249,180,0.0,Rural,N
LN04488,Female,Yes,3+,16973,5005,122,240,1.0,Urban,Y
LN04489,Male,Yes,0,22574,2944,620,180,0.0,Semiurban,Y
LN04490,Male,Yes,2,24344,5845,617,180,0.0,Urban,N
LN04491,Male,Yes,3+,19026,9801,508,120,1.0,Urban,N
LN04492,Female,No,1,8541,2343,307,240,0.0,Urban,N
LN04493,Male,No,3+,4617,1340,353,180,0.0,Urban,N
LN04494,Male,Yes,0,17030,6734,604,360,1.0,Rural,N
LN04495,Male,Yes,3+,5191,10470,88,240,1.0,Rural,Y
LN04496,Female,No,0,9196,4699,137,180,1.0,Rural,Y
LN04497,Male,No,1,22936,12429,263,120,1.0,Semiurban,N
LN04498,Male,No,3+,19902,1513,60,240,1.0,Rural,Y
LN04499,Female,Yes,2,5731,14509,403,180,1.0,Semiurban,N
LN04500,Female,Yes,3+,4079,8961,691,120,1.0,Urban,N
LN04501,Male,Yes,0,1533,8051,662,360,0.0,Rural,N
LN04502,Male,Yes,2,5488,13864,276,120,0.0,Rural,N
LN04503,Female,Yes,1,9554,90,663,180,0.0,Rural,N
LN04504,Male,No,2,10552,9201,263,180,1.0,Rural,Y
LN04505,Female,No,1,11094,2227,246,180,1.0,Semiurban,Y
LN04506,Male,Yes,0,24250,12378,577,180,1.0,Semiurban,N
LN04507,Male,No,0,24908,6182,116,120,0.0,Rural,N
LN04508,Male,No,1,24314,701,575,120,1.0,Rural,N
LN04509,Male,No,2,16370,3349,396,240,1.0,Semiurban,Y
LN04510,Female,No,0,16363,9020,196,180,0.0,Semiurban,N
LN04511,Male,Yes,0,22668,10598,156,360,1.0,Rural,N
LN04512,Female,Yes,1,6681,8140,506,180,0.0,Rural,N
LN04513,Male,No,1,7054,2223,188,120,1.0,Semiurban,N
LN04514,Female,No,2,24671,2902,471,240,1.0,Urban,N
LN04515,Male,Yes,2,16496,10232,422,120,0.0,Rural,N
LN04516,Male,No,1,14490,2713,686,240,1.0,Urban,N
LN04517,Male,Yes,0,14896,8540,455,240,1.0,Rural,N
LN04518,Female,No,3+,4610,12575,112,240,1.0,Semiurban,N
LN04519,Female,Yes,1,15589,1632,487,120,0.0,Rural,N
LN04520,Male,Yes,3+,8107,6784,67,240,0.0,Rural,Y
LN04521,Female,Yes,3+,10141,7204,96,360,1.0,Rural,N
LN04522,Male,No,2,12426,9301,233,240,0.0,Semiurban,N
LN04523,Male,Yes,3+,10713,285,610,180,1.0,Urban,N
LN04524,Male,Yes,2,4158,11682,402,360,1.0,Semiurban,Y
LN04525,Female,Yes,0,12037,11823,495,360,1.0,Semiurban,Y
LN04526,Male,No,3+,2208,8021,638,180,0.0,Semiurban,N
LN04527,Male,Yes,1,13219,8404,643,360,0.0,Rural,Y
LN04528,Female,No,2,2679,11172,590,120,0.0,Urban,N
LN04529,Female,Yes,1,17359,9286,122,180,0.0,Urban,N
LN04530,Male,Yes,0,9548,7542,467,240,1.0,Rural,N
LN04531,Male,No,2,5756,14619,297,180,1.0,Rural,Y
LN04532,Male,Yes,2,2905,10416,482,360,1.0,Rural,N
LN04533,Male,No,3+,4344,3750,630,180,0.0,Semiurban,Y
LN04534,Male,Yes,1,9452,9336,94,240,1.0,Semiurban,Y
LN04535,Male,No,0,16611,13177,604,120,1.0,Semiurban,Y
LN04536,Male,Yes,3+,19927,5851,170,360,1.0,Semiurban,N
LN04537,Male,No,0,8411,6530,181,360,1.0,Urban,N
LN04538,Female,No,1,17008,6321,367,360,1.0,Semiurban,N
LN04539,Male,No,3+,13482,2382,626,360,1.0,Urban,N
LN04540,Male,No,2,23981,74,435,360,1.0,Urban,Y
LN04541,Male,Yes,1,12235,7625,52,360,0.0,Rural,N
LN04542,Male,No,1,17124,6399,266,240,1.0,Semiurban,Y
LN04543,Male,Yes,3+,20670,10424,516,240,0.0,Semiurban,Y
LN04544,Male,No,2,9810,13167,345,120,0.0,Rural,Y
LN04545,Male,No,0,8856,8745,667,240,1.0,Rural,N
LN04546,Male,Yes,1,7871,13661,648,360,1.0,Urban,Y
LN04547,Male,Yes,1,18149,8541,60,180,1.0,Rural,N
LN04548,Female,Yes,0,17417,9756,234,180,1.0,Semiurban,N
LN04549,Female,No,2,12648,8703,539,360,0.0,Semiurban,Y
LN04550,Female,No,0,18207,334,238,120,1.0,Rural,Y
LN04551,Male,Yes,2,4755,9684,641,180,0.0,Semiurban,Y
LN04552,Male,No,2,15017,332,349,120,1.0,Urban,N
LN04553,Male,Yes,3+,5967,7813,175,180,0.0,Urban,Y
LN04554,Male,No,1,4819,8392,520,360,0.0,Urban,Y
LN04555,Male,No,3+,1909,1176,262,240,1.0,Urban,Y
LN04556,Female,Yes,0,4511,9811,602,240,1.0,Urban,N
LN04557,Female,Yes,1,21698,6010,583,120,0.0,Semiurban,Y
LN04558,Female,Yes,2,22793,210,114,240,0.0,Semiurban,N
LN04559,Male,Yes,1,2425,7706,392,120,0.0,Urban,Y
LN04560,Female,No,1,23919,80,61,240,1.0,Urban,Y
LN04561,Female,No,1,13400,1032,431,240,1.0,Urban,Y
LN04562,Female,No,2,9699,4530,347,240,1.0,Rural,N
LN04563,Male,No,3+,5165,14018,305,240,0.0,Urban,N
LN04564,Female,No,1,23441,9555,257,360,0.0,Urban,N
LN04565,Male,Yes,0,14782,13838,233,180,1.0,Rural,N
LN04566,Male,No,2,19764,11653,468,180,1.0,Semiurban,Y
LN04567,Male,No,2,24214,1598,484,360,0.0,Rural,N
LN04568,Male,Yes,2,22141,9011,113,360,0.0,Semiurban,N
LN04569,Female,No,1,21585,8053,440,120,0.0,Semiurban,N
LN04570,Male,Yes,2,15266,2693,132,180,1.0,Urban,N
LN04571,Male,No,0,9486,1118,583,360,1.0,Rural,N
LN04572,Female,No,2,22032,10657,524,180,1.0,Rural,Y
LN04573,Female,No,2,9068,8268,682,180,1.0,Urban,Y
LN04574,Male,No,1,6278,8138,473,180,1.0,Semiurban,Y
LN04575,Male,Yes,3+,22776,7408,616,240,0.0,Urban,N
LN04576,Male,Yes,1,22036,6685,71,240,0.0,Rural,N
LN04577,Female,No,2,15424,11008,647,180,0.0,Rural,N
LN04578,Male,Yes,1,22656,4758,520,120,1.0,Semiurban,N
LN04579,Female,No,1,10267,78,560,180,1.0,Rural,N
LN04580,Male,No,2,21754,4545,415,240,1.0,Semiurban,Y
LN04581,Male,No,0,16122,2045,546,360,0.0,Semiurban,Y
LN04582,Female,Yes,3+,23172,1764,315,180,0.0,Rural,Y
LN04583,Female,Yes,2,9318,14139,146,240,0.0,Urban,Y
LN04584,Male,No,0,22558,10060,687,120,1.0,Semiurban,Y
LN04585,Male,Yes,1,9080,10211,676,360,1.0,Urban,N
LN04586,Female,No,1,7708,7906,432,240,1.0,Semiurban,Y
LN04587,Male,No,3+,9435,9476,194,360,1.0,Semiurban,Y
LN04588,Female,Yes,3+,15533,10515,398,180,1.0,Urban,N
LN04589,Female,Yes,0,17323,13410,393,240,1.0,Semiurban,Y
LN04590,Female,Yes,1,10081,12970,629,180,1.0,Urban,Y
LN04591,Female,No,3+,18924,13183,335,360,1.0,Semiurban,N
LN04592,Male,No,2,12009,14258,695,240,1.0,Semiurban,N
LN04593,Male,Yes,2,9363,9510,447,240,0.0,Semiurban,Y
LN04594,Female,Yes,3+,18337,6338,421,240,1.0,Urban,N
LN04595,Male,Yes,0,21834,8242,690,180,1.0,Urban,N
LN04596,Male,Yes,2,5699,6590,686,180,1.0,Semiurban,N
LN04597,Male,No,3+,11519,13137,230,240,1.0,Urban,Y
LN04598,Female,No,0,3703,3620,448,240,0.0,Semiurban,N
LN04599,Male,Yes,0,3697,3933,102,180,1.0,Semiurban,Y
LN04600,Female,Yes,0,12969,1660,440,360,1.0,Urban,Y
LN04601,Male,Yes,2,3423,4852,543,240,0.0,Urban,Y
LN04602,Male,No,1,7398,3914,568,240,0.0,Semiurban,Y
LN04603,Male,No,3+,21170,12010,75,240,1.0,Semiurban,Y
LN04604,Male,Yes,1,2231,11135,164,240,1.0,Urban,Y
LN04605,Male,Yes,1,11344,2449,295,120,0.0,Rural,Y
LN04606,Female,Yes,3+,16837,6122,617,360,0.0,Rural,N
LN04607,Male,Yes,0,22225,14147,359,360,1.0,Rural,Y
LN04608,Male,No,0,18308,1250,627,120,0.0,Semiurban,Y
LN04609,Male,Yes,1,17582,3181,256,360,1.0,Urban,N
LN04610,Female,Yes,0,6681,7632,161,240,0.0,Semiurban,N
LN04611,Male,No,2,24822,11352,306,240,1.0,Urban,Y
LN04612,Male,Yes,1,1689,11876,196,240,1.0,Urban,N
LN04613,Male,No,3+,7905,12684,240,240,1.0,Rural,Y
LN04614,Female,No,3+,5463,9338,119,120,0.0,Urban,N
LN04615,Male,Yes,0,18831,8893,270,360,1.0,Rural,Y
LN04616,Male,Yes,1,22266,7323,364,360,0.0,Rural,N
LN04617,Male,No,2,3194,678,670,360,1.0,Urban,N
LN04618,Male,No,0,1519,14038,78,180,1.0,Rural,N
LN04619,Female,No,0,1884,9972,678,360,0.0,Urban,Y
LN04620,Male,No,1,12468,8644,226,120,1.0,Semiurban,N
LN04621,Female,Yes,0,11135,7734,589,360,0.0,Semiurban,N
LN04622,Male,Yes,2,22204,10877,632,360,1.0,Urban,N
LN04623,Female,Yes,3+,6190,14283,210,180,1.0,Semiurban,N
LN04624,Female,Yes,3+,14911,7853,195,180,0.0,Rural,N
LN04625,Male,Yes,0,9571,7825,313,360,0.0,Rural,Y
LN04626,Male,Yes,2,23037,5155,414,120,1.0,Urban,N
LN04627,Female,No,3+,6065,10650,231,120,0.0,Semiurban,Y
LN04628,Female,No,2,8998,3239,151,180,0.0,Rural,Y
LN04629,Male,No,1,6418,6345,236,180,1.0,Urban,Y
LN04630,Male,No,2,9263,7573,526,240,1.0,Semiurban,N
LN04631,Male,Yes,0,6549,10977,148,180,1.0,Urban,Y
LN04632,Female,Yes,2,9373,13255,117,360,0.0,Semiurban,Y
LN04633,Female,No,1,16931,705,466,120,0.0,Semiurban,N
LN04634,Male,No,3+,18018,3483,431,120,1.0,Semiurban,N
LN04635,Female,Yes,2,20535,8991,686,240,0.0,Urban,Y
LN04636,Female,Yes,0,13465,9215,350,120,0.0,Semiurban,Y
LN04637,Male,No,1,14005,6424,273,240,0.0,Rural,N
LN04638,Female,Yes,0,3392,10245,415,120,0.0,Semiurban,N
LN04639,Female,No,0,8831,5485,449,360,1.0,Urban,Y
LN04640,Female,Yes,0,17525,10534,454,360,0.0,Semiurban,N
LN04641,Female,No,3+,3571,9748,410,360,1.0,Urban,Y
LN04642,Female,No,3+,18248,10260,182,180,0.0,Semiurban,Y
LN04643,Male,Yes,0,16271,12813,253,240,0.0,Urban,N
LN04644,Female,Yes,2,9463,4815,442,120,1.0,Urban,N
LN04645,Female,No,3+,6567,6616,449,240,0.0,Rural,N
LN04646,Female,No,0,1976,5476,346,360,0.0,Urban,Y
LN04647,Female,No,2,21972,8066,563,240,0.0,Rural,N
LN04648,Female,No,2,22925,4789,627,360,0.0,Semiurban,Y
LN04649,Female,Yes,0,10094,11714,311,120,1.0,Rural,Y
LN04650,Male,Yes,0,18884,10061,190,120,1.0,Urban,Y
LN04651,Female,Yes,1,23730,8269,575,120,1.0,Rural,Y
LN04652,Male,Yes,3+,9934,10577,621,180,0.0,Rural,N
LN04653,Male,No,0,8040,2490,214,360,0.0,Urban,Y
LN04654,Male,No,3+,18218,4561,134,120,0.0,Urban,Y
LN04655,Female,No,0,22019,4824,272,180,0.0,Rural,N
LN04656,Male,No,0,11155,13931,51,240,1.0,Semiurban,Y
LN04657,Male,Yes,0,1811,1881,302,180,1.0,Urban,Y
LN04658,Male,No,0,7997,5546,92,360,0.0,Rural,Y
LN04659,Male,Yes,2,20980,8396,696,360,1.0,Rural,N
LN04660,Male,No,1,18524,7344,673,120,1.0,Rural,N
LN04661,Female,Yes,3+,7184,10499,230,360,1.0,Rural,Y
LN04662,Male,Yes,0,5754,11138,257,180,0.0,Semiurban,Y
LN04663,Female,Yes,0,19620,14841,85,240,0.0,Urban,Y
LN04664,Male,Yes,0,8800,12522,231,360,1.0,Urban,Y
LN04665,Male,No,2,3266,1716,326,120,0.0,Semiurban,N
LN04666,Female,Yes,0,24945,11203,472,240,1.0,Urban,N
LN04667,Female,No,3+,13784,14094,256,360,0.0,Rural,N
LN04668,Female,No,2,20593,7709,623,360,1.0,Semiurban,N
LN04669,Male,No,1,18221,856,234,240,1.0,Semiurban,Y
LN04670,Female,Yes,0,21848,3879,336,240,0.0,Rural,N
LN04671,Male,Yes,0,3709,1048,690,180,0.0,Rural,N
LN04672,Female,No,2,9121,9106,414,360,1.0,Urban,Y
LN04673,Female,Yes,3+,21609,11977,462,120,0.0,Semiurban,Y
LN04674,Female,No,1,24224,4145,80,180,1.0,Semiurban,Y
LN04675,Female,Yes,1,14841,1083,51,360,1.0,Semiurban,N
LN04676,Female,No,0,13190,8870,161,180,1.0,Semiurban,Y
LN04677,Female,Yes,3+,3804,6073,327,360,0.0,Urban,Y
LN04678,Female,Yes,1,20345,4010,570,180,1.0,Semiurban,Y
LN04679,Female,No,0,17873,7470,521,360,0.0,Semiurban,Y
LN04680,Male,No,2,24929,4765,515,360,1.0,Rural,Y
LN04681,Male,Yes,3+,13504,13787,348,120,1.0,Rural,N
LN04682,Male,No,0,15623,12162,528,240,0.0,Urban,N
LN04683,Male,Yes,1,5418,3804,507,120,1.0,Urban,Y
LN04684,Female,Yes,2,22758,11215,251,240,1.0,Semiurban,N
LN04685,Male,No,1,19609,4012,578,360,0.0,Urban,Y
LN04686,Male,Yes,0,22132,12847,161,360,1.0,Rural,Y
LN04687,Female,No,3+,16223,8951,287,180,1.0,Rural,N
LN04688,Female,Yes,2,22270,7738,162,360,0.0,Rural,Y
LN04689,Male,Yes,2,16203,2920,692,360,0.0,Semiurban,N
LN04690,Female,No,1,21901,4540,276,120,0.0,Urban,Y
LN04691,Female,Yes,0,23198,7952,248,240,1.0,Rural,N
LN04692,Female,No,0,23422,9757,593,240,0.0,Urban,Y
LN04693,Female,Yes,1,23804,9498,460,240,0.0,Semiurban,N
LN04694,Male,No,1,19040,1376,129,240,0.0,Rural,N
LN04695,Female,No,0,11398,2317,527,120,0.0,Semiurban,N
LN04696,Female,Yes,0,17288,9207,640,360,0.0,Rural,Y
LN04697,Male,No,3+,12808,416,687,360,0.0,Rural,Y
LN04698,Female,Yes,2,4166,1313,612,180,1.0,Semiurban,N
LN04699,Female,Yes,0,19688,8651,603,360,0.0,Rural,N
LN04700,Male,Yes,3+,9858,8298,468,180,1.0,Rural,Y
LN04701,Male,No,0,16148,3750,299,120,1.0,Urban,N
LN04702,Female,Yes,3+,19747,1643,486,360,1.0,Semiurban,N
LN04703,Male,Yes,0,6297,13241,567,180,1.0,Semiurban,Y
LN04704,Male,No,2,10650,10602,591,240,0.0,Rural,Y
LN04705,Female,Yes,3+,5694,4257,305,360,1.0,Urban,N
LN04706,Female,No,1,24995,258,674,240,0.0,Rural,N
LN04707,Female,No,2,16215,2334,245,360,1.0,Urban,N
LN04708,Male,No,1,2835,10640,635,360,1.0,Urban,Y
LN04709,Male,No,1,3194,7768,340,180,1.0,Urban,Y
LN04710,Male,Yes,0,5334,14406,405,180,1.0,Semiurban,N
LN04711,Male,Yes,1,23147,437,504,120,1.0,Semiurban,N
LN04712,Male,Yes,2,20046,7396,633,360,0.0,Rural,Y
LN04713,Male,Yes,2,11195,120,66,240,1.0,Semiurban,Y
LN04714,Female,Yes,3+,22536,6618,466,180,1.0,Semiurban,N
LN04715,Male,Yes,2,20425,13578,202,120,0.0,Semiurban,Y
LN04716,Male,Yes,3+,8432,9363,68,180,0.0,Urban,N
LN04717,Female,Yes,3+,11766,14413,198,180,0.0,Rural,N
LN04718,Female,No,3+,14263,7053,512,120,1.0,Semiurban,N
LN04719,Male,No,2,21723,3824,469,180,0.0,Urban,Y
LN04720,Male,No,2,7223,8446,56,180,0.0,Rural,Y
LN04721,Female,No,2,17254,11017,434,240,1.0,Semiurban,Y
LN04722,Male,No,0,16340,14063,407,120,0.0,Rural,N
LN04723,Male,No,1,13327,14152,434,180,0.0,Semiurban,N
LN04724,Female,No,0,4627,1339,250,240,0.0,Urban,N
LN04725,Male,No,3+,7633,2096,644,120,1.0,Rural,Y
LN04726,Male,Yes,2,20732,8451,435,120,1.0,Rural,Y
LN04727,Male,No,0,5127,12994,313,180,0.0,Semiurban,Y
LN04728,Male,No,0,7327,13375,382,180,1.0,Urban,Y
LN04729,Female,No,0,4719,10176,100,360,0.0,Semiurban,N
LN04730,Female,No,2,2579,7704,638,180,1.0,Rural,N
LN04731,Female,No,3+,17744,13438,421,240,0.0,Urban,Y
LN04732,Male,No,0,17455,11351,316,360,0.0,Rural,N
LN04733,Female,No,1,7355,9850,143,120,0.0,Urban,N
LN04734,Female,No,2,3983,2553,203,120,1.0,Semiurban,Y
LN04735,Female,No,1,3605,10449,347,180,1.0,Urban,Y
LN04736,Male,No,3+,23859,9345,361,120,0.0,Urban,N
LN04737,Female,Yes,3+,1639,10483,465,240,1.0,Semiurban,N
LN04738,Female,No,3+,12412,996,83,360,1.0,Semiurban,Y
LN04739,Male,No,3+,23923,10011,74,180,0.0,Urban,N
LN04740,Female,Yes,1,7990,7641,522,360,1.0,Urban,N
LN04741,Female,Yes,0,16690,2607,73,360,0.0,Urban,N
LN04742,Female,Yes,2,8396,8153,151,240,1.0,Semiurban,Y
LN04743,Male,No,0,2307,7997,277,240,1.0,Semiurban,N
LN04744,Male,Yes,3+,1760,12052,311,180,0.0,Semiurban,N
LN04745,Female,No,0,24703,6924,221,360,0.0,Rural,N
LN04746,Female,Yes,0,17778,4121,460,360,0.0,Urban,N
LN04747,Male,No,2,23126,8201,325,240,1.0,Semiurban,Y
LN04748,Male,Yes,1,5541,12728,614,240,1.0,Semiurban,Y
LN04749,Male,No,3+,23132,7039,569,180,1.0,Urban,N
LN04750,Male,Yes,3+,10164,1818,84,240,1.0,Urban,Y
LN04751,Female,Yes,2,20077,11258,142,120,1.0,Semiurban,Y
LN04752,Male,Yes,2,2470,7458,458,180,1.0,Semiurban,N
LN04753,Male,Yes,2,23936,13593,642,240,0.0,Semiurban,N
LN04754,Male,Yes,3+,3112,12505,447,120,1.0,Rural,N
LN04755,Female,Yes,0,21509,2940,412,240,0.0,Urban,Y
LN04756,Male,Yes,0,3419,13768,575,120,0.0,Rural,N
LN04757,Female,Yes,3+,8205,2600,391,360,0.0,Urban,Y
LN04758,Female,Yes,2,21642,4718,162,240,0.0,Semiurban,N
LN04759,Female,Yes,1,10761,959,562,120,1.0,Semiurban,Y
LN04760,Male,Yes,0,17621,2027,345,360,1.0,Rural,N
LN04761,Male,No,1,10559,12207,432,240,0.0,Urban,N
LN04762,Female,Yes,0,14733,9426,155,360,0.0,Urban,Y
LN04763,Male,No,2,5937,3480,591,120,0.0,Semiurban,N
LN04764,Female,No,0,11510,8819,615,120,0.0,Urban,Y
LN04765,Male,No,3+,5035,10184,131,120,1.0,Rural,N
LN04766,Male,Yes,2,13672,1345,537,240,1.0,Semiurban,N
LN04767,Female,No,0,11550,9930,206,240,0.0,Urban,N
LN04768,Male,No,2,20205,7919,221,180,0.0,Rural,N
LN04769,Male,No,1,20488,10405,63,180,1.0,Urban,Y
LN04770,Male,Yes,1,14529,12346,436,240,0.0,Semiurban,N
LN04771,Male,No,0,5421,11628,577,360,1.0,Urban,Y
LN04772,Male,No,1,21448,2575,284,360,0.0,Rural,N
LN04773,Male,No,0,21640,6589,689,180,0.0,Rural,Y
LN04774,Female,No,0,14670,2232,61,120,1.0,Rural,Y
LN04775,Male,No,0,23748,12697,615,240,1.0,Rural,N
LN04776,Female,No,0,9122,4370,490,120,0.0,Semiurban,N
LN04777,Female,Yes,0,21786,6390,230,120,0.0,Urban,Y
LN04778,Male,Yes,0,11703,4117,314,240,0.0,Semiurban,Y
LN04779,Male,Yes,1,2242,9804,487,120,0.0,Semiurban,Y
LN04780,Female,Yes,2,14190,3047,375,360,1.0,Urban,Y
LN04781,Male,Yes,2,6687,62,658,360,0.0,Rural,Y
LN04782,Female,No,0,12163,8140,665,240,1.0,Rural,N
LN04783,Male,Yes,0,14610,10794,229,240,1.0,Semiurban,Y
LN04784,Male,Yes,3+,9744,7207,322,120,0.0,Rural,Y
LN04785,Female,No,1,24136,11578,584,120,1.0,Urban,N
LN04786,Female,No,2,19236,12242,144,240,1.0,Urban,N
LN04787,Female,Yes,2,18927,4637,695,360,1.0,Rural,N
LN04788,Female,Yes,2,10237,3880,497,120,0.0,Rural,N
LN04789,Female,No,2,9372,1919,287,180,0.0,Rural,Y
LN04790,Female,Yes,3+,2598,10096,522,120,1.0,Rural,N
LN04791,Female,Yes,3+,3375,9656,306,240,0.0,Semiurban,N
LN04792,Male,Yes,3+,12261,4502,593,120,0.0,Urban,Y
LN04793,Female,No,2,8406,2463,117,180,0.0,Rural,N
LN04794,Female,No,0,8921,10063,503,360,1.0,Semiurban,N
LN04795,Male,No,2,23387,13137,88,360,1.0,Rural,N
LN04796,Female,Yes,0,6687,448,570,180,1.0,Urban,Y
LN04797,Male,No,2,24651,1129,161,240,0.0,Semiurban,Y
LN04798,Female,No,1,9959,2946,339,360,1.0,Semiurban,N
LN04799,Female,No,2,14467,248,334,360,1.0,Semiurban,Y
LN04800,Male,Yes,0,11963,5386,182,360,0.0,Urban,N
LN04801,Male,Yes,0,3110,3575,159,180,0.0,Semiurban,Y
LN04802,Male,No,1,16522,4839,585,360,1.0,Urban,Y
LN04803,Male,Yes,1,16886,14379,695,360,0.0,Rural,Y
LN04804,Male,No,0,14306,4951,65,120,0.0,Rural,Y
LN04805,Female,Yes,1,20028,4729,222,240,0.0,Urban,Y
LN04806,Female,No,0,21191,450,307,120,0.0,Rural,Y
LN04807,Male,Yes,1,12635,11979,165,120,0.0,Semiurban,Y
LN04808,Female,Yes,1,12941,4495,144,180,0.0,Rural,N
LN04809,Male,No,1,22465,4017,615,360,1.0,Urban,N
LN04810,Male,Yes,1,22864,2516,329,180,1.0,Rural,Y
LN04811,Female,No,3+,14603,11586,357,360,1.0,Urban,Y
LN04812,Female,No,2,23927,10436,391,120,1.0,Semiurban,N
LN04813,Female,No,1,16940,7299,115,240,1.0,Rural,Y
LN04814,Male,Yes,2,3635,7252,531,120,1.0,Rural,N
LN04815,Male,Yes,0,17719,3277,432,120,0.0,Rural,Y
LN04816,Female,No,0,6380,8233,632,180,1.0,Semiurban,Y
LN04817,Female,Yes,3+,15694,10175,245,120,1.0,Urban,N
LN04818,Male,Yes,1,14338,1014,177,360,0.0,Semiurban,N
LN04819,Female,Yes,2,17395,1646,83,240,1.0,Semiurban,N
LN04820,Male,Yes,2,11105,5682,103,240,1.0,Rural,N
LN04821,Male,No,3+,22267,12500,509,180,1.0,Semiurban,Y
LN04822,Female,No,3+,12081,2361,328,360,1.0,Rural,Y
LN04823,Female,No,3+,15214,12625,527,360,1.0,Urban,Y
LN04824,Female,No,3+,18681,2294,431,120,1.0,Urban,N
LN04825,Male,Yes,2,10820,6999,232,240,0.0,Rural,N
LN04826,Male,No,1,16186,13248,246,120,0.0,Semiurban,N
LN04827,Female,No,2,5473,2805,51,180,0.0,Semiurban,Y
LN04828,Male,No,0,19181,1929,175,360,0.0,Semiurban,Y
LN04829,Male,No,1,18627,14595,350,240,1.0,Urban,N
LN04830,Male,No,2,10807,9747,256,360,1.0,Rural,N
LN04831,Female,Yes,2,15695,4368,180,360,1.0,Rural,Y
LN04832,Male,Yes,1,14947,7421,464,240,1.0,Urban,Y
LN04833,Female,Yes,0,2004,1294,327,120,0.0,Semiurban,N
LN04834,Female,No,2,11204,14287,267,240,1.0,Rural,Y
LN04835,Male,Yes,1,20369,7005,616,180,1.0,Rural,N
LN04836,Male,Yes,2,5774,2354,214,360,1.0,Semiurban,Y
LN04837,Male,No,2,4032,8000,230,120,0.0,Semiurban,Y
LN04838,Female,Yes,2,16073,3058,432,120,1.0,Rural,Y
LN04839,Female,Yes,1,21730,317,685,240,0.0,Semiurban,N
LN04840,Female,Yes,0,11559,2843,456,180,1.0,Rural,Y
LN04841,Female,Yes,1,14933,11044,73,120,1.0,Urban,N
LN04842,Female,No,2,9411,2967,51,180,0.0,Rural,Y
LN04843,Male,No,1,6893,2799,692,180,0.0,Rural,Y
LN04844,Male,No,2,8641,4439,406,360,0.0,Urban,N
LN04845,Female,Yes,0,11831,9346,595,180,1.0,Rural,N
LN04846,Female,Yes,2,2738,6017,380,360,0.0,Semiurban,Y
LN04847,Female,Yes,2,14959,4919,552,360,0.0,Semiurban,N
LN04848,Male,No,1,3389,8921,583,240,0.0,Semiurban,N
LN04849,Female,No,2,22534,13912,403,360,1.0,Urban,Y
LN04850,Male,No,1,22084,4440,545,240,0.0,Rural,Y
LN04851,Female,Yes,0,5383,4609,548,240,0.0,Rural,N
LN04852,Female,No,1,23168,8107,447,120,1.0,Semiurban,Y
LN04853,Female,No,3+,15307,8282,186,180,1.0,Semiurban,N
LN04854,Male,No,0,7338,14311,336,180,1.0,Rural,Y
LN04855,Female,Yes,1,12063,10575,696,180,0.0,Urban,N
LN04856,Male,No,3+,8590,8893,448,120,1.0,Semiurban,Y
LN04857,Male,Yes,2,18478,3721,364,240,0.0,Semiurban,Y
LN04858,Female,Yes,3+,2212,13705,552,120,0.0,Semiurban,N
LN04859,Male,Yes,0,9880,2124,301,120,0.0,Semiurban,N
LN04860,Male,No,1,21566,9324,577,120,0.0,Rural,Y
LN04861,Male,Yes,1,15063,3923,542,240,0.0,Rural,Y
LN04862,Male,No,1,1700,144,184,180,0.0,Urban,Y
LN04863,Male,Yes,0,13424,11798,96,120,0.0,Rural,N
LN04864,Female,Yes,2,13372,8941,331,180,1.0,Urban,Y
LN04865,Female,Yes,0,2778,2685,551,120,0.0,Semiurban,N
LN04866,Female,No,3+,19467,12369,266,120,0.0,Semiurban,N
LN04867,Male,No,1,21689,4631,231,240,0.0,Rural,N
LN04868,Female,Yes,3+,23598,366,291,360,0.0,Semiurban,Y
LN04869,Male,No,0,13907,11808,123,240,1.0,Urban,N
LN04870,Male,Yes,3+,12857,8313,218,180,1.0,Rural,N
LN04871,Male,No,3+,3492,9970,695,180,0.0,Urban,Y
LN04872,Male,Yes,1,3286,2514,275,180,0.0,Rural,Y
LN04873,Male,Yes,1,19058,10654,521,240,0.0,Rural,Y
LN04874,Male,No,2,10262,12310,542,360,1.0,Urban,N
LN04875,Female,Yes,2,6050,2121,656,120,1.0,Semiurban,N
LN04876,Female,No,3+,22149,12442,224,180,0.0,Rural,Y
LN04877,Female,Yes,1,7670,3542,179,180,1.0,Rural,N
LN04878,Female,Yes,1,4327,12961,599,360,1.0,Semiurban,Y
LN04879,Male,Yes,0,8231,14792,540,120,0.0,Semiurban,Y
LN04880,Female,No,2,21954,744,642,120,0.0,Urban,Y
LN04881,Male,No,3+,9580,10382,165,360,0.0,Rural,Y
LN04882,Male,No,3+,9414,527,250,360,0.0,Rural,N
LN04883,Female,No,2,14067,3996,275,180,1.0,Rural,N
LN04884,Male,Yes,2,6675,9881,327,360,0.0,Rural,N
LN04885,Male,No,0,5392,13771,481,180,1.0,Rural,N
LN04886,Male,No,3+,10809,11047,465,360,0.0,Rural,N
LN04887,Female,No,3+,10338,8319,279,180,0.0,Rural,N
LN04888,Female,Yes,0,17989,6391,510,240,1.0,Rural,Y
